ID	AIH055	AIH003	AIH030	AIH022	AIH060	AIH005	AIH051	AIH021	AIH065	AIH046	AIH059	AIH002	AIH063	AIH081	AIH039	AIH064	AIH027	AIH058	AIH026	AIH068	AIH001	AIH054	AIH007	AIH020	AIH043	AIH035	AIH047	AIH049	AIH042	AIH074	AIH071	AIH056	AIH082	AIH053	AIH057	AIH078	AIH050	AIH031	AIH062	AIH079	AIH077	AIH018	AIH036	AIH069	AIH061	AIH009	AIH006	AIH037	AIH032	AIH052	AIH076	AIH072	AIH029	AIH083	AIH086	AIH070	AIH023	AIH033	AIH066	AIH011	AIH040
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__mucosae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__paralimentarius	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri	4.0	0.0	0.0	0.0	5.0	2.0	47.0	0.0	7.0	0.0	7.0	12.0	0.0	0.0	2.0	17.0	0.0	18.0	0.0	5.0	1.0	38.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	228.0	1.0	11.0	0.0	39.0	150.0	0.0	11.0	0.0	7.0	2.0	0.0	9.0	0.0	1580.0	1.0	0.0	1.0	0.0	16.0	9.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	12.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__ruminis	0.0	0.0	0.0	0.0	17.0	0.0	1178.0	0.0	23.0	0.0	19.0	0.0	1.0	3.0	0.0	47.0	0.0	8.0	0.0	11.0	1.0	86.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	5.0	9.0	11.0	0.0	35.0	228.0	3.0	7.0	0.0	12.0	0.0	0.0	5.0	0.0	431.0	0.0	0.0	2.0	0.0	34.0	17.0	1.0	1.0	2073.0	0.0	0.0	174.0	0.0	0.0	26.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__zeae	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__mesenteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	2.0	21.0	0.0	7.0	1.0	0.0	4.0	29.0	7.0	6.0	0.0	0.0	0.0	1.0	26.0	22.0	1.0	2.0	2.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	2.0	4.0	11.0	4.0	33.0	0.0	2.0	0.0	15.0	0.0	0.0	0.0	0.0	33.0	1.0	0.0	540.0	0.0	0.0	14.0	0.0	0.0	10.0	9.0	3.0	1.0	0.0	0.0	15.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	14.0	150.0	5.0	63.0	30.0	61.0	7.0	83.0	5.0	1.0	120.0	189.0	402.0	104.0	18.0	10.0	2731.0	25.0	111.0	64.0	307.0	7.0	31.0	5116.0	1.0	9.0	15.0	144.0	2.0	1277.0	11.0	15.0	24.0	17304.0	11.0	2.0	0.0	5.0	2.0	1.0	3.0	206.0	208.0	990.0	5.0	4.0	133.0	202.0	298.0	1.0	3.0	7.0	10619.0	16.0	177.0	118.0	0.0	0.0	2.0	11.0	45.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__alactolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__anginosus	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	9.0	0.0	12.0	0.0	1.0	0.0	2.0	5.0	0.0	7.0	4.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	1.0	46.0	5.0	2.0	0.0	0.0	745.0	1.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__luteciae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__sobrinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__	358.0	104.0	63.0	0.0	4.0	0.0	341.0	2542.0	507.0	25.0	772.0	0.0	0.0	13526.0	15.0	912.0	1.0	928.0	0.0	3.0	143.0	2743.0	0.0	0.0	1342.0	414.0	0.0	4.0	1.0	1.0	4.0	36.0	195.0	600.0	217.0	33.0	128.0	1211.0	115.0	5.0	286.0	3.0	0.0	3.0	73.0	427.0	0.0	53.0	0.0	536.0	23369.0	0.0	1.0	26.0	369.0	60.0	0.0	0.0	18.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other;Other	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	2.0	6.0	7.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	2.0	10.0	0.0	2.0	6.0	1.0	0.0	0.0	0.0	0.0	228.0	1.0	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other;Other	32.0	38.0	10.0	0.0	104.0	271.0	822.0	6.0	163.0	69.0	18.0	45.0	262.0	35.0	53.0	882.0	93.0	386.0	8.0	233.0	139.0	158.0	0.0	7.0	1765.0	76.0	36.0	735.0	45.0	2.0	491.0	206.0	147.0	50.0	449.0	1361.0	233.0	6.0	115.0	247.0	17.0	452.0	19.0	71.0	796.0	23.0	1443.0	71.0	0.0	140.0	1.0	92.0	40.0	2621.0	24.0	29.0	3.0	6.0	17.0	15.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	737.0	46.0	988.0	4.0	162.0	1246.0	1184.0	0.0	8969.0	1106.0	138.0	7.0	11445.0	504.0	11.0	841.0	3.0	4696.0	0.0	833.0	37.0	266.0	3.0	3.0	152.0	241.0	902.0	4868.0	48.0	3.0	2543.0	2071.0	121.0	472.0	1618.0	34.0	1233.0	1131.0	4234.0	9.0	17.0	49.0	61.0	22.0	4162.0	2.0	551.0	1.0	1.0	6035.0	8.0	28.0	1.0	505.0	2.0	470.0	0.0	10.0	102.0	1.0	28.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	16.0	0.0	104.0	0.0	82.0	188.0	997.0	0.0	188.0	65.0	3.0	121.0	50.0	61.0	0.0	192.0	0.0	288.0	207.0	171.0	13.0	44.0	0.0	0.0	64.0	48.0	84.0	903.0	11.0	0.0	597.0	670.0	19.0	817.0	1804.0	67.0	142.0	162.0	1332.0	7.0	71.0	0.0	9.0	3302.0	275.0	22.0	20.0	1.0	0.0	106.0	0.0	28.0	1.0	704.0	1.0	267.0	0.0	1.0	4.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__botulinum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__celatum	6.0	5682.0	6.0	0.0	13.0	0.0	14.0	554.0	2.0	22.0	7.0	0.0	3.0	44.0	32.0	8.0	0.0	38.0	0.0	9.0	118.0	12.0	0.0	0.0	137.0	80.0	2.0	5.0	0.0	68.0	17.0	1.0	146.0	17.0	1875.0	2.0	17.0	0.0	3.0	0.0	27.0	0.0	0.0	19.0	100.0	0.0	3.0	25.0	4.0	25.0	0.0	0.0	0.0	0.0	2507.0	58.0	1.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__neonatale	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	28.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	18.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	404.0	1.0	0.0	50.0	0.0	14.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	362.0	74842.0	676.0	8.0	17.0	2.0	1204.0	3442.0	35599.0	594.0	188.0	119.0	619.0	698.0	250.0	627.0	3.0	11594.0	3.0	999.0	543.0	1900.0	10.0	0.0	2409.0	892.0	131.0	184.0	4.0	518.0	22.0	50.0	2385.0	3522.0	1756.0	451.0	16.0	395.0	6430.0	86.0	1220.0	6.0	14.0	171.0	330.0	113.0	42.0	782.0	2.0	713.0	2.0	0.0	5.0	499.0	8397.0	2852.0	24.0	9.0	1038.0	7309.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	1.0	0.0	0.0	0.0	8.0	9.0	1.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	317.0	1.0	150.0	0.0	113.0	0.0	26.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	45.0	9.0	0.0	5.0	59.0	15.0	4.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	21.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	39.0	0.0	2.0	0.0	4.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	21.0	7.0	0.0	3.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other;Other	118.0	19.0	251.0	7.0	82.0	794.0	88.0	362.0	65.0	34.0	17.0	106.0	43.0	599.0	237.0	46.0	60.0	629.0	210.0	16798.0	10.0	74.0	0.0	3232.0	9.0	29.0	225.0	893.0	236.0	35.0	32.0	521.0	161.0	123.0	765.0	22.0	345.0	86.0	24.0	93.0	58.0	143.0	6.0	92.0	556.0	43.0	47.0	6.0	0.0	11.0	28.0	2.0	136.0	105.0	1574.0	21.0	1.0	57.0	69.0	2.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	95.0	365.0	108.0	195.0	955.0	834.0	200.0	504.0	237.0	130.0	63.0	479.0	5679.0	390.0	1718.0	503.0	3607.0	6161.0	40.0	807.0	83.0	209.0	0.0	1568.0	90.0	7059.0	891.0	2774.0	264.0	3171.0	227.0	770.0	7251.0	815.0	623.0	55.0	890.0	3707.0	310.0	240.0	425.0	1384.0	29.0	305.0	1309.0	37.0	600.0	19.0	0.0	173.0	4.0	28.0	1451.0	5034.0	2411.0	193.0	12.0	17.0	296.0	5.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	25.0	97.0	0.0	0.0	24.0	9.0	43.0	0.0	82.0	13.0	1.0	130.0	62.0	382.0	26.0	17.0	0.0	80.0	24.0	3773.0	42.0	64.0	0.0	0.0	14.0	3.0	9.0	130.0	124.0	56.0	0.0	442.0	21.0	21.0	32.0	1.0	26.0	495.0	36.0	13.0	0.0	22.0	0.0	144.0	10.0	0.0	0.0	502.0	0.0	1.0	0.0	5.0	0.0	2.0	9.0	596.0	41.0	0.0	24.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;Other	1.0	0.0	0.0	0.0	0.0	163.0	5.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	21.0	2.0	0.0	24.0	0.0	143.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	425.0	0.0	0.0	2.0	38.0	3.0	0.0	0.0	0.0	0.0	9.0	6.0	6.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	20.0	63.0	55.0	13.0	191.0	116.0	66.0	35.0	54.0	15.0	22.0	105.0	540.0	220.0	30.0	261.0	20.0	374.0	24.0	635.0	55.0	63.0	2.0	10969.0	21.0	119.0	16.0	13421.0	537.0	285.0	303.0	139.0	4003.0	163.0	147.0	18.0	180.0	42.0	87.0	115.0	10.0	159.0	33.0	12.0	2959.0	34.0	48.0	24.0	0.0	66.0	1.0	4.0	2076.0	859.0	788.0	52.0	8.0	8.0	251.0	17.0	26.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum	28.0	7.0	24.0	0.0	4.0	2.0	5.0	0.0	44.0	10.0	13.0	12.0	286.0	1.0	19.0	1.0	2.0	23.0	3.0	298.0	17.0	5.0	0.0	2.0	3.0	33.0	12.0	1318.0	4.0	10.0	10.0	31.0	44.0	7.0	5.0	0.0	6.0	8.0	19.0	1.0	2.0	1.0	18.0	0.0	221.0	5.0	8.0	2849.0	5.0	1.0	0.0	0.0	7.0	50.0	0.0	5.0	0.0	0.0	38.0	0.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	97.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	0.0	7.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	338.0	0.0	0.0	54.0	0.0	0.0	43.0	0.0	47.0	0.0	752.0	0.0	0.0	11.0	4.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;Other	0.0	1.0	0.0	0.0	0.0	0.0	134.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	63.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	9.0	1.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__citroniae	0.0	2.0	0.0	10.0	2.0	3.0	0.0	126.0	0.0	0.0	0.0	0.0	3.0	3.0	12.0	0.0	51.0	0.0	0.0	0.0	0.0	1.0	0.0	55.0	0.0	1.0	0.0	2.0	3.0	227.0	0.0	0.0	55.0	2.0	3.0	0.0	16.0	0.0	0.0	0.0	9.0	8.0	0.0	0.0	3.0	0.0	0.0	13.0	0.0	0.0	5.0	0.0	482.0	49.0	1037.0	0.0	0.0	10.0	0.0	12.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__colinum	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	633.0	7.0	2.0	11.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
