"","0_healthy","1_normal","2_fibrose","3_zirrhose"
"Megasphaera",7.60599984670985e-06,6.21989398536252e-05,0.00013394293313497,0.00329159394643063
"Odoribacter",0.00987551318558581,0.00504041779258266,0.00439021881730782,0.00308520783081842
"Oscillibacter",0.0376023080113996,0.0565181033469941,0.0425220975941697,0.0206507830500904
"Oscillospira",0.00245439764284214,0.00319518257692511,0.00238825033455835,0.00273329304394119
"Parabacteroides",0.00376204453956495,0.00381486831102234,0.00350165096624279,0.00342706790949916
"Paraprevotella",0.00167507519701002,0.00357067988048589,0.00271234439598315,0.000892752248814867
"Parasutterella",0.0113861817705246,0.000129005208585297,0.000260710351994853,0.00193473753507241
"Pelomonas",0.000308920609158677,0.000133612537463343,0.000135138852180818,0.000204269334939264
"Phascolarctobacterium",0.0235259426027848,0.0236056495066703,0.0185522921582392,0.0337806443692047
"Phenylobacterium",0.000275571225215411,0.000117486886390181,0.000163840909281169,0.000236550240201687
"Prevotella",0.00895752751177906,0.344388618976205,0.0586048169227329,0.0826248292022595
"Pseudomonas",0.000150364766200341,6.21989398536252e-05,0.000100457199851228,7.72624945625196e-05
"Roseburia",0.0306767526125147,0.0179731899532586,0.00919063786734148,0.0166384252845218
"Rothia",4.27106145238322e-05,2.07329799512084e-05,1.31551095043274e-05,0.00011430615633907
"Ruminococcus",0.0445723292555423,0.0217258593244274,0.0228300945852373,0.0338325054956918
"Shigella",0.000499070605326423,0.0181805197527707,0.00163003765949075,0.00696367921882326
"Sphingomonas",0.00502873605249778,0.00185444987341364,0.00348012442341753,0.00366785171104674
"Staphylococcus",5.26569220156836e-05,1.38219866341389e-05,3.10938951920467e-05,3.91604424494963e-05
"Streptococcus",0.00121813012929615,0.00263308845380347,0.00311536911443391,0.0163314920869446
"Sutterella",0.00104436228664439,7.37172620487409e-05,0.000483151294522571,0.00679909952150173
"Terrisporobacter",0.005135805127263,0.00561633390233845,0.00270038520552467,0.00158811469987754
"Turicibacter",0.0141056192541791,0.00966387232170213,0.0118754761252701,0.00498978124130135
"Tyzzerella",0.000662892140486328,0.00108963327965795,0.00101294343183321,0.000768391384279305
"unclassified",0.120968161869719,0.0760347484743982,0.129770371584007,0.0866355993823234
"Veillonella",0.0126499478989011,0.0144531906904313,0.0231147233181491,0.118554535149672
"NA",0.0242461722805771,0.0138104683119438,0.0231362498609744,0.0141602043116706
