"name";"cor";"pval";"p.adj";"species";"genus";"type";"is.sig"
"9101";"OTU_5917";-0.140988274739251;0.602491872656476;1;"s__massiliensis";"g__Alistipes";"AIH";""
"9131";"OTU_4786";0.224691543139692;0.402796657405772;1;"s__fragilis";"g__Bacteroides";"AIH";""
"9171";"OTU_5102";-0.240713353775574;0.369155246429882;1;"s__massiliensis";"g__Alistipes";"AIH";""
"9251";"OTU_6949";0.0745138908906014;0.783885773419226;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"9271";"OTU_4440";0.263916857898379;0.323302818518227;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"9311";"OTU_2875";-0.227272328061835;0.39727057330404;1;"s__bromii";"g__Ruminococcus";"AIH";""
"9401";"OTU_3346";-0.0833147679808076;0.759026559570413;1;"s__bromii";"g__Ruminococcus";"AIH";""
"9481";"OTU_7182";0.200914026596682;0.455592129923305;1;"s__fragilis";"g__Bacteroides";"AIH";""
"9551";"OTU_5580";-0.259863670035169;0.331063614031319;1;"s__bromii";"g__Ruminococcus";"AIH";""
"9601";"OTU_3455";0.254159325046323;0.342165250544556;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"9651";"OTU_1668";0.0581303890623053;0.830672113901592;1;"s__uniformis";"g__Bacteroides";"AIH";""
"9681";"OTU_5849";-0.112172984688795;0.679163658864328;1;"s__ovatus";"g__Bacteroides";"AIH";""
"9711";"OTU_1888";-0.166680125350237;0.537249040783185;1;"s__massiliensis";"g__Alistipes";"AIH";""
"9721";"OTU_2929";0.194546470034354;0.470291521771643;1;"s__dispar";"g__Veillonella";"AIH";""
"9821";"OTU_2066";0.412225220174013;0.11259149820862;1;"s__bromii";"g__Ruminococcus";"AIH";""
"9891";"OTU_2375";0.132266719532078;0.625333861065069;1;"s__acidifaciens";"g__Bacteroides";"AIH";""
"9921";"OTU_3939";-0.307388172012431;0.246812415422004;1;"s__copri";"g__Prevotella";"AIH";""
"9941";"OTU_3039";-0.0172071017690467;0.949568026261159;1;"s__ovatus";"g__Bacteroides";"AIH";""
"22";"OTU_16";-0.491171450137492;0.104891798752788;0.764803682979822;"s__bromii";"g__Ruminococcus";"healthy";""
"33";"OTU_56";0.357734143808607;0.253582733623524;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"44";"OTU_19";0.00387242120266216;0.990470403984409;1;"s__plebeius";"g__Bacteroides";"healthy";""
"62";"OTU_2787";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"113";"OTU_2";-0.00786384450641012;0.98064916574485;1;"s__copri";"g__Prevotella";"healthy";""
"123";"OTU_13";0.116267474135293;0.718967872297701;0.953847852189064;"s__ovatus";"g__Bacteroides";"healthy";""
"182";"OTU_44";0.510093603184252;0.0902052692740247;0.764803682979822;"s__caccae";"g__Bacteroides";"healthy";""
"254";"OTU_55";0.332815833311308;0.290487290899883;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"273";"OTU_14";0.111876606803859;0.7292219127767;0.953847852189064;"s__dispar";"g__Veillonella";"healthy";""
"302";"OTU_1553";0.109674165979859;0.734380788512741;0.953847852189064;"s__copri";"g__Prevotella";"healthy";""
"312";"OTU_60";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"352";"OTU_63";-0.117196295935881;0.716804163822324;0.953847852189064;"s__torques";"g__[Ruminococcus]";"healthy";""
"422";"OTU_69";0.580380761094431;0.0478744507191082;0.764803682979822;"s__aerofaciens";"g__Collinsella";"healthy";""
"433";"OTU_71";-0.236953712987515;0.4583786754539;0.889831799004521;"s__saccharogumia";"g__Clostridium";"healthy";""
"462";"OTU_648";0.0193929722868676;0.952299030803341;1;"s__callidus";"g__Ruminococcus";"healthy";""
"473";"OTU_75";-0.51883687311024;0.0839144027007423;0.764803682979822;"s__celatum";"g__Clostridium";"healthy";""
"532";"OTU_83";0.337979724434234;0.282602932260436;0.863370061689054;"s__eggerthii";"g__Bacteroides";"healthy";""
"552";"OTU_5278";0.416057587897588;0.178543474803887;0.863370061689054;"s__hathewayi";"g__Clostridium";"healthy";""
"564";"OTU_85";-0.294563786949843;0.352678254481914;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"604";"OTU_90";0.384949139736404;0.216587542707612;0.863370061689054;"s__gnavus";"g__[Ruminococcus]";"healthy";""
"662";"OTU_96";0.400910138576833;0.19650412361211;0.863370061689054;"s__stercorea";"g__Prevotella";"healthy";""
"763";"OTU_8";0.018253181133359;0.955100011222476;1;"s__muciniphila";"g__Akkermansia";"healthy";""
"773";"OTU_110";-0.223422610352959;0.485160471348487;0.910244786770145;"s__indistinctus";"g__Alistipes";"healthy";""
"782";"OTU_111";0.507379670266487;0.0922209072062281;0.764803682979822;"s__obeum";"g__Blautia";"healthy";""
"852";"OTU_3013";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"1032";"OTU_5";0.00200569801046215;0.995064129027281;1;"s__uniformis";"g__Bacteroides";"healthy";""
"1042";"OTU_9";0.417497692388155;0.176891367985991;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"1112";"OTU_943";-0.181682594391915;0.571992958554813;0.93407511705041;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"1142";"OTU_15";-0.283868414465235;0.371236697319668;0.863370061689054;"s__caccae";"g__Bacteroides";"healthy";""
"1202";"OTU_605";-0.553323055695416;0.062010766775378;0.764803682979822;"s__gordonii";"g__Parabacteroides";"healthy";""
"1222";"OTU_18";0.334557577978485;0.287814197379795;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"1252";"OTU_1983";0.121439352245679;0.706944378254629;0.953847852189064;"s__bromii";"g__Ruminococcus";"healthy";""
"1272";"OTU_21";0.334126464587707;0.288474533888852;0.863370061689054;"s__gnavus";"g__[Ruminococcus]";"healthy";""
"1302";"OTU_150";0.159425429772412;0.620659234474888;0.953847852189064;"s__eutactus";"g__Coprococcus";"healthy";""
"1352";"OTU_152";0.203120393846907;0.526630173529838;0.913785459797338;"s__ruminis";"g__Lactobacillus";"healthy";""
"1382";"OTU_5002";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"1412";"OTU_34";-0.0515202525209959;0.8736595257438;0.996568847105441;"s__coli";"g__Escherichia";"healthy";""
"1422";"OTU_1839";0.505287101278131;0.0937956176849903;0.764803682979822;"s__copri";"g__Prevotella";"healthy";""
"1442";"OTU_6481";0.335139657496524;0.286923986403757;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"1542";"OTU_133";0.343489751459701;0.274326074775448;0.863370061689054;"s__formicigenerans";"g__Dorea";"healthy";""
"1572";"OTU_29";0.202447030177549;0.52803106670703;0.913785459797338;"s__parainfluenzae";"g__Haemophilus";"healthy";""
"1582";"OTU_1855";0.0516581976582983;0.873323650956186;0.996568847105441;"s__uniformis";"g__Bacteroides";"healthy";""
"1752";"OTU_8149";-0.395985805489729;0.202573255743197;0.863370061689054;"s__muciniphila";"g__Akkermansia";"healthy";""
"1782";"OTU_332";0.232022106565082;0.468057935303143;0.896021245586663;"s__citroniae";"g__Clostridium";"healthy";""
"1832";"OTU_191";-0.541655364355043;0.0689156434117361;0.764803682979822;"s__lividum";"g__Janthinobacterium";"healthy";""
"1842";"OTU_389";-0.292296581131322;0.356570349797228;0.863370061689054;"s__faecis";"g__Roseburia";"healthy";""
"1902";"OTU_5404";-0.276493810252601;0.384322902895951;0.863370061689054;"s__caccae";"g__Bacteroides";"healthy";""
"1912";"OTU_1201";0.391572955960483;0.208108273231755;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"1922";"OTU_2368";-0.133950926210868;0.678115231417404;0.953847852189064;"s__ovatus";"g__Bacteroides";"healthy";""
"1942";"OTU_1802";0.0614952694930673;0.849424462915177;0.98455917905666;"s__ruminantium";"g__Clostridium";"healthy";""
"1952";"OTU_199";0.535281255912543;0.0729030669426292;0.764803682979822;"s__pullicaecorum";"g__Butyricicoccus";"healthy";""
"1972";"OTU_1981";0.29346396518955;0.354563479539414;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"1992";"OTU_8163";-0.114524408830491;0.72303348292426;0.953847852189064;"s__uniformis";"g__Bacteroides";"healthy";""
"2022";"OTU_26";-0.0852978431729221;0.792110405743813;0.973220463172027;"s__indistinctus";"g__Alistipes";"healthy";""
"2052";"OTU_6495";-0.07740950515581;0.811013887430322;0.973220463172027;"s__ovatus";"g__Bacteroides";"healthy";""
"2072";"OTU_2441";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"2112";"OTU_3313";-0.273226393074434;0.39019565465526;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"2142";"OTU_214";0.438174904323316;0.154223351103407;0.863370061689054;"s__colinum";"g__Clostridium";"healthy";""
"2172";"OTU_208";0.287835994641231;0.364293783832139;0.863370061689054;"s__biforme";"g__[Eubacterium]";"healthy";""
"2212";"OTU_221";-0.439307849287764;0.153037875727088;0.863370061689054;"s__reuteri";"g__Lactobacillus";"healthy";""
"2282";"OTU_228";-0.116000521065261;0.719590096012335;0.953847852189064;"s__indistinctus";"g__Alistipes";"healthy";""
"2412";"OTU_244";-0.24350542453968;0.445667402121164;0.887748992821452;"s__formigenes";"g__Oxalobacter";"healthy";""
"2472";"OTU_448";-0.0576937864719057;0.858647437291295;0.991509742830595;"s__pullicaecorum";"g__Butyricicoccus";"healthy";""
"2502";"OTU_251";0.493786267278526;0.102773474616239;0.764803682979822;"s__catus";"g__Coprococcus";"healthy";""
"2512";"OTU_253";-0.545713203345166;0.066456996472728;0.764803682979822;"s__veronii";"g__Pseudomonas";"healthy";""
"2532";"OTU_971";0.384857914968806;0.21670575547423;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"2682";"OTU_269";NA;NA;NA;"s__perfringens";"g__Clostridium";"healthy";""
"2722";"OTU_270";0.109674165979859;0.734380788512741;0.953847852189064;"s__anginosus";"g__Streptococcus";"healthy";""
"2752";"OTU_1109";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"2842";"OTU_6809";0.324018837877816;0.304201398372062;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"2882";"OTU_940";-0.0281934301387779;0.930691211066852;1;"s__bromii";"g__Ruminococcus";"healthy";""
"2982";"OTU_1334";0.0302505270525505;0.925646100656099;1;"s__ovatus";"g__Bacteroides";"healthy";""
"2992";"OTU_8058";0.00979172699752253;0.975906252047838;1;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"3032";"OTU_1913";0.120795877355955;0.708437034762656;0.953847852189064;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"3062";"OTU_3269";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"3192";"OTU_1401";0.262199835392936;0.410348636752278;0.87308220585591;"s__dispar";"g__Veillonella";"healthy";""
"3202";"OTU_2696";0.527306341106517;0.0781111868184496;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"3282";"OTU_320";-0.192366235752436;0.549191894954992;0.920937609821418;"s__producta";"g__Blautia";"healthy";""
"3312";"OTU_5602";0.338886916036226;0.281230531250861;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"3342";"OTU_7925";-0.202381253952036;0.528167995762861;0.913785459797338;"s__caccae";"g__Bacteroides";"healthy";""
"3362";"OTU_6289";0.109674165979859;0.734380788512741;0.953847852189064;"s__parvula";"g__Veillonella";"healthy";""
"3382";"OTU_2769";0.110216497994683;0.733109515370796;0.953847852189064;"s__uniformis";"g__Bacteroides";"healthy";""
"3402";"OTU_5422";0.0139800340070388;0.965604973767005;1;"s__massiliensis";"g__Alistipes";"healthy";""
"3412";"OTU_6194";-0.231601470177166;0.468887891903051;0.896021245586663;"s__massiliensis";"g__Alistipes";"healthy";""
"3492";"OTU_6771";0.285917246610527;0.367642856768243;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"3572";"OTU_2904";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"3622";"OTU_347";-0.359085542170721;0.251663897053875;0.863370061689054;"s__schaedleri";"g__Mucispirillum";"healthy";""
"3632";"OTU_348";0.337067377229237;0.283986970933007;0.863370061689054;"s__lenta";"g__Eggerthella";"healthy";""
"3672";"OTU_2785";0.0983600073735215;0.761037552843657;0.964340947439302;"s__dispar";"g__Veillonella";"healthy";""
"3702";"OTU_1996";-0.156233869609172;0.627759601464656;0.953847852189064;"s__acidifaciens";"g__Bacteroides";"healthy";""
"3712";"OTU_355";0.11483731890325;0.722303148615635;0.953847852189064;"s__methylpentosum";"g__Clostridium";"healthy";""
"3722";"OTU_4209";0.312894637144212;0.322049836412797;0.863370061689054;"s__massiliensis";"g__Alistipes";"healthy";""
"3852";"OTU_3270";0.467538917206769;0.125363304212902;0.814047429953907;"s__massiliensis";"g__Alistipes";"healthy";""
"3912";"OTU_1907";0.676351024201777;0.0157334274410144;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"3962";"OTU_5951";0.0394738624215167;0.903058830732046;1;"s__faecis";"g__Roseburia";"healthy";""
"3992";"OTU_2414";0.0890884537763564;0.783062456624121;0.972748393321889;"s__faecis";"g__Roseburia";"healthy";""
"4032";"OTU_4926";0.458494957755383;0.13384159995702;0.826182715784072;"s__obeum";"g__Blautia";"healthy";""
"4052";"OTU_6848";0.150241995527911;0.641168094219711;0.953847852189064;"s__faecis";"g__Roseburia";"healthy";""
"4122";"OTU_1603";-0.155639382837492;0.629085404641973;0.953847852189064;"s__faecis";"g__Roseburia";"healthy";""
"4132";"OTU_3849";0.190670038463722;0.552786576082577;0.922847594838367;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"4142";"OTU_3111";0.30687615586544;0.331939999803697;0.863370061689054;"s__massiliensis";"g__Alistipes";"healthy";""
"4162";"OTU_6703";0.160005458345102;0.619371989459714;0.953847852189064;"s__bromii";"g__Ruminococcus";"healthy";""
"4232";"OTU_4036";-0.080337076944332;0.803986948101542;0.973220463172027;"s__massiliensis";"g__Alistipes";"healthy";""
"4312";"OTU_852";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"4342";"OTU_1619";0.300048284367805;0.343357092174957;0.863370061689054;"s__bromii";"g__Ruminococcus";"healthy";""
"4392";"OTU_3246";-0.0980255480059472;0.761829348477048;0.964340947439302;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"4402";"OTU_4563";0.334354357260409;0.288125363805636;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"4412";"OTU_5502";0.143688725885743;0.655946275362449;0.953847852189064;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"4442";"OTU_851";0.33848295083792;0.28184118032286;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"4492";"OTU_433";0.545985095970319;0.0662944539454831;0.764803682979822;"s__mucilaginosa";"g__Rothia";"healthy";""
"4512";"OTU_4433";0.363143200548363;0.245953757219411;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"4562";"OTU_8052";0.118925327772822;0.712781447225936;0.953847852189064;"s__aerofaciens";"g__Collinsella";"healthy";""
"4592";"OTU_3405";0.31396060494695;0.320315175873161;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"4602";"OTU_4848";0.000441982113381276;0.998912309926155;1;"s__indistinctus";"g__Alistipes";"healthy";""
"4642";"OTU_3884";0.109674165979859;0.734380788512741;0.953847852189064;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"4692";"OTU_653";0.379581717144721;0.223609204683963;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"4712";"OTU_1146";0.425934983010906;0.167404500500443;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"4742";"OTU_458";-0.333363557915076;0.289645178584867;0.863370061689054;"s__gnavus";"g__[Ruminococcus]";"healthy";""
"4772";"OTU_703";0.103842987054755;0.74808769094528;0.957858759212907;"s__dispar";"g__Veillonella";"healthy";""
"4792";"OTU_2301";-0.225764769855308;0.480474475772285;0.90998953744751;"s__muciniphila";"g__Akkermansia";"healthy";""
"4822";"OTU_4671";0.313296692870831;0.3213949630489;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"4882";"OTU_4260";-0.209347323556594;0.513751634865871;0.913785459797338;"s__adolescentis";"g__Bifidobacterium";"healthy";""
"4952";"OTU_3407";-0.0685169795575019;0.832434987189347;0.979335279046291;"s__fragilis";"g__Bacteroides";"healthy";""
"4982";"OTU_4637";0.0571024933439324;0.860083491070249;0.992022481049883;"s__adolescentis";"g__Bifidobacterium";"healthy";""
"5012";"OTU_1719";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"5022";"OTU_4017";0.314495047375418;0.319447408002184;0.863370061689054;"s__massiliensis";"g__Alistipes";"healthy";""
"5062";"OTU_2865";-0.331678581753744;0.292240199196518;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"5082";"OTU_1104";0.258775787261767;0.416710368716108;0.87974869145005;"s__pullicaecorum";"g__Butyricicoccus";"healthy";""
"5182";"OTU_2159";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"5192";"OTU_3522";-0.290693639116856;0.359335767183575;0.863370061689054;"s__indistinctus";"g__Alistipes";"healthy";""
"5262";"OTU_7328";0.355962713762713;0.256110885790241;0.863370061689054;"s__pseudolongum";"g__Bifidobacterium";"healthy";""
"5302";"OTU_8028";-0.0513841721367602;0.873990878911472;0.996568847105441;"s__ovatus";"g__Bacteroides";"healthy";""
"5362";"OTU_3236";-0.15588944321094;0.62852760613982;0.953847852189064;"s__ovatus";"g__Bacteroides";"healthy";""
"5372";"OTU_6073";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"5392";"OTU_4677";0.309005852227198;0.32842161693301;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"5412";"OTU_529";-0.524099975067154;0.0802748888493316;0.764803682979822;"s__gnavus";"g__[Ruminococcus]";"healthy";""
"5592";"OTU_2936";-0.349972005050176;0.264769172384669;0.863370061689054;"s__caccae";"g__Bacteroides";"healthy";""
"5602";"OTU_2420";0.320176684222587;0.310302343755251;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"5612";"OTU_5850";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"5622";"OTU_1956";0.47433832460945;0.119225964038134;0.805580838095501;"s__caccae";"g__Bacteroides";"healthy";""
"5652";"OTU_4627";-0.153209561495571;0.634514730389628;0.953847852189064;"s__uniformis";"g__Bacteroides";"healthy";""
"5672";"OTU_2924";-0.269911552668509;0.396200139384254;0.866906295748045;"s__bromii";"g__Ruminococcus";"healthy";""
"5682";"OTU_1155";0.0620274428999266;0.848134685886649;0.98455917905666;"s__hathewayi";"g__Clostridium";"healthy";""
"5702";"OTU_7035";0.242129626361664;0.448322538426317;0.887748992821452;"s__ovatus";"g__Bacteroides";"healthy";""
"5722";"OTU_2135";-0.29996759681126;0.343493256589074;0.863370061689054;"s__distasonis";"g__Parabacteroides";"healthy";""
"5752";"OTU_4068";0.308237466423874;0.329688683343181;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"5792";"OTU_8059";0.303240006186131;0.33799417413938;0.863370061689054;"s__acidifaciens";"g__Bacteroides";"healthy";""
"5892";"OTU_7492";0.304657980633374;0.335626207709999;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"5922";"OTU_6988";0.218694088507461;0.494683805135578;0.913785459797338;"s__faecis";"g__Roseburia";"healthy";""
"5932";"OTU_999";0.393364437644294;0.205850244776406;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"5952";"OTU_585";0.447744236447859;0.144393353871523;0.849372669832489;"s__moorei";"g__Bulleidia";"healthy";""
"6022";"OTU_1431";0.523904878182951;0.0804078462500637;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"6032";"OTU_597";-0.0811178879228541;0.802115023729219;0.973220463172027;"s__caccae";"g__Bacteroides";"healthy";""
"6102";"OTU_6996";0.0641980467485336;0.842877575365514;0.98455917905666;"s__ruminantium";"g__Clostridium";"healthy";""
"6142";"OTU_6228";0.185346015513907;0.564132023536892;0.931757702054415;"s__caccae";"g__Bacteroides";"healthy";""
"6182";"OTU_1165";0.0640535393083527;0.843227385656617;0.98455917905666;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"6212";"OTU_2337";0.356923388589491;0.254738010236652;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"6242";"OTU_7236";-0.000848552780173857;0.997911766647362;1;"s__acidifaciens";"g__Bacteroides";"healthy";""
"6262";"OTU_5389";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"6332";"OTU_2753";0.513339997726081;0.0878334963801075;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"6502";"OTU_7373";0.175920806911962;0.584444095763182;0.938112513263534;"s__faecis";"g__Roseburia";"healthy";""
"6522";"OTU_8145";-0.27636321014061;0.384556762872533;0.863370061689054;"s__faecis";"g__Roseburia";"healthy";""
"6552";"OTU_7811";0.109674165979859;0.734380788512741;0.953847852189064;"s__dispar";"g__Veillonella";"healthy";""
"6572";"OTU_7415";-0.416016518514532;0.178590730960739;0.863370061689054;"s__faecis";"g__Roseburia";"healthy";""
"6602";"OTU_5393";NA;NA;NA;"s__copri";"g__Prevotella";"healthy";""
"6642";"OTU_2056";-0.272821524198239;0.390926527228933;0.863370061689054;"s__caccae";"g__Bacteroides";"healthy";""
"6672";"OTU_3894";0.454000215034351;0.138190237583569;0.832471310744389;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"6682";"OTU_698";-0.152249687354643;0.636664107718345;0.953847852189064;"s__methylpentosum";"g__Clostridium";"healthy";""
"6732";"OTU_4708";-0.336851067355387;0.284315679124491;0.863370061689054;"s__faecis";"g__Roseburia";"healthy";""
"6742";"OTU_6182";0.349984904059287;0.264750349972021;0.863370061689054;"s__ovatus";"g__Bacteroides";"healthy";""
"6762";"OTU_2458";0.384247769164379;0.21749740952764;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"6782";"OTU_7262";0.120907629357632;0.708177738025084;0.953847852189064;"s__massiliensis";"g__Alistipes";"healthy";""
"6882";"OTU_7291";-0.180440603261797;0.574667898497265;0.93407511705041;"s__uniformis";"g__Bacteroides";"healthy";""
"6902";"OTU_745";-0.175464902060953;0.585433802542851;0.938195196382774;"s__methylpentosum";"g__Clostridium";"healthy";""
"6922";"OTU_3723";0.293196808585042;0.355022223213097;0.863370061689054;"s__acidifaciens";"g__Bacteroides";"healthy";""
"6982";"OTU_2672";0.621523999537502;0.0309728640161555;0.764803682979822;"s__ovatus";"g__Bacteroides";"healthy";""
"7042";"OTU_1903";0.482827947142373;0.111844834239986;0.785152761351123;"s__callidus";"g__Ruminococcus";"healthy";""
"7072";"OTU_1599";-0.0358267414886959;0.911983344441037;1;"s__massiliensis";"g__Alistipes";"healthy";""
"7082";"OTU_2570";0.452375433328951;0.139784411050514;0.836278971602948;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7152";"OTU_4176";0.331842676627927;0.291986903084847;0.863370061689054;"s__adolescentis";"g__Bifidobacterium";"healthy";""
"7162";"OTU_1857";-0.464329921963495;0.128330235216847;0.822629712928507;"s__uniformis";"g__Bacteroides";"healthy";""
"7172";"OTU_2180";0.0553422463431041;0.864360832494944;0.994661487335954;"s__callidus";"g__Ruminococcus";"healthy";""
"7192";"OTU_4833";-0.112118794077484;0.728655251138619;0.953847852189064;"s__acidifaciens";"g__Bacteroides";"healthy";""
"7202";"OTU_5924";-0.0484686417287738;0.88109452585844;0.99897338532703;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7212";"OTU_3404";0.337863343013355;0.282779269754758;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7232";"OTU_2290";-0.237837170447037;0.456654752770661;0.889831799004521;"s__guilliermondii";"g__Oscillospira";"healthy";""
"7252";"OTU_1836";-0.0153727672374871;0.962180498618941;1;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7282";"OTU_4289";-0.31485099315906;0.318870180853467;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"7332";"OTU_1095";-0.0244970639910504;0.939762467666019;1;"s__bromii";"g__Ruminococcus";"healthy";""
"7372";"OTU_7949";0.000441982113381276;0.998912309926155;1;"s__bromii";"g__Ruminococcus";"healthy";""
"7392";"OTU_7073";0.109674165979859;0.734380788512741;0.953847852189064;"s__parvula";"g__Veillonella";"healthy";""
"7412";"OTU_4739";-0.0811178879228541;0.802115023729219;0.973220463172027;"s__acidifaciens";"g__Bacteroides";"healthy";""
"7442";"OTU_867";0.289243157888294;0.361847882350134;0.863370061689054;"s__distasonis";"g__Parabacteroides";"healthy";""
"7492";"OTU_2012";0.507191978832529;0.0923614173673228;0.764803682979822;"s__ovatus";"g__Bacteroides";"healthy";""
"7502";"OTU_6622";-0.332548807111988;0.290898337939827;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"7512";"OTU_1475";0.566982166557439;0.0545554169866942;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7522";"OTU_3096";0.247366395056724;0.438256591356206;0.887748992821452;"s__massiliensis";"g__Alistipes";"healthy";""
"7562";"OTU_6837";-0.0165852814557601;0.959199624731475;1;"s__acidifaciens";"g__Bacteroides";"healthy";""
"7572";"OTU_3139";0.404925908558718;0.191638540529306;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7582";"OTU_4955";0.133369805130951;0.679445844400749;0.953847852189064;"s__ovatus";"g__Bacteroides";"healthy";""
"7622";"OTU_6302";-0.381492914562782;0.221093501818502;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"7702";"OTU_4082";0.152087506339654;0.637027522614838;0.953847852189064;"s__massiliensis";"g__Alistipes";"healthy";""
"7712";"OTU_1496";0.141347156984102;0.661254619848424;0.953847852189064;"s__ovatus";"g__Bacteroides";"healthy";""
"7742";"OTU_2213";-0.106118662246382;0.742730236612081;0.954525039001219;"s__massiliensis";"g__Alistipes";"healthy";""
"7772";"OTU_1575";0.130793620557552;0.685354696810492;0.953847852189064;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7792";"OTU_3978";0.492012740612312;0.104207105341224;0.764803682979822;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7802";"OTU_3605";0.472226026539828;0.121110967687685;0.809699402641682;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7842";"OTU_3609";-0.138944012017277;0.666717488337268;0.953847852189064;"s__faecis";"g__Roseburia";"healthy";""
"7862";"OTU_6801";0.32576056376695;0.301457941874197;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7902";"OTU_4264";0.0749368796649513;0.81695884811817;0.973774844989679;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7932";"OTU_2968";0.364556892611213;0.243982424791596;0.863370061689054;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"7972";"OTU_1788";0.481201809579769;0.113234587397196;0.786351301369419;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
"8012";"OTU_3289";-0.324088185712695;0.304091900695309;0.863370061689054;"s__uniformis";"g__Bacteroides";"healthy";""
"8022";"OTU_5894";-0.113304806997647;0.725882062502232;0.953847852189064;"s__faecis";"g__Roseburia";"healthy";""
"8062";"OTU_7803";0.0234666056717373;0.942292531466616;1;"s__prausnitzii";"g__Faecalibacterium";"healthy";""
