"name";"cor";"pval";"p.adj";"species";"genus";"type";"is.sig"
"191";"OTU_1201";-0.00943188976579236;0.967633603593546;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"192";"OTU_2368";0.0202873633578467;0.93044562927569;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"194";"OTU_1802";0.118039574194335;0.610338511746119;0.995009477283672;"s__ruminantium";"g__Clostridium";"control";""
"195";"OTU_199";-0.294199434259139;0.195488611959843;0.995009477283672;"s__pullicaecorum";"g__Butyricicoccus";"control";""
"197";"OTU_1981";0.0988486247474015;0.669896162856334;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"199";"OTU_8163";-0.0503160175498953;0.828524267946741;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"202";"OTU_26";0.0213512409646882;0.926807350208515;0.995009477283672;"s__indistinctus";"g__Alistipes";"control";""
"205";"OTU_6495";0.250177490686318;0.274057555203211;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"207";"OTU_2441";-0.216952673731975;0.344841827483442;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"211";"OTU_3313";0.0976481390669644;0.673690670765114;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"214";"OTU_214";0.170217871849772;0.460707887496751;0.995009477283672;"s__colinum";"g__Clostridium";"control";""
"217";"OTU_208";-0.102727535207216;0.65768885315795;0.995009477283672;"s__biforme";"g__[Eubacterium]";"control";""
"221";"OTU_221";0.0867623119513342;0.708437555914565;0.995009477283672;"s__reuteri";"g__Lactobacillus";"control";""
"228";"OTU_228";0.0352882601098157;0.879300733275518;0.995009477283672;"s__indistinctus";"g__Alistipes";"control";""
"241";"OTU_244";0.0219573976195974;0.924735022333717;0.995009477283672;"s__formigenes";"g__Oxalobacter";"control";""
"247";"OTU_448";0.401043739076715;0.0715795588196435;0.995009477283672;"s__pullicaecorum";"g__Butyricicoccus";"control";""
"250";"OTU_251";0.214929119380723;0.349470328717945;0.995009477283672;"s__catus";"g__Coprococcus";"control";""
"251";"OTU_253";-0.215161963125166;0.348935906748641;0.995009477283672;"s__veronii";"g__Pseudomonas";"control";""
"253";"OTU_971";0.0504213735237671;0.828170362709717;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"268";"OTU_269";-0.286655556534583;0.207732386281412;0.995009477283672;"s__perfringens";"g__Clostridium";"control";""
"272";"OTU_270";0.0468960334028739;0.840029464474076;0.995009477283672;"s__anginosus";"g__Streptococcus";"control";""
"275";"OTU_1109";-0.318593027822421;0.159257906495935;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"284";"OTU_6809";0.343350306834422;0.127547628314524;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"288";"OTU_940";0.152473930437155;0.509373654064961;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"298";"OTU_1334";0.0469132791503765;0.839971367075409;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"299";"OTU_8058";0.0894704794363596;0.699737859950932;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"303";"OTU_1913";0.140939966351829;0.542276708345377;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"306";"OTU_3269";-0.361540279197789;0.107320437612938;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"319";"OTU_1401";0.161815594925859;0.483449290876595;0.995009477283672;"s__dispar";"g__Veillonella";"control";""
"320";"OTU_2696";0.178492440536834;0.438861623818976;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"328";"OTU_320";-0.110405127390326;0.633774812313499;0.995009477283672;"s__producta";"g__Blautia";"control";""
"331";"OTU_5602";0.0959866862130802;0.678954799053552;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"334";"OTU_7925";0.191860919597033;0.40475363313126;0.995009477283672;"s__caccae";"g__Bacteroides";"control";""
"336";"OTU_6289";-0.0358732349414716;0.877314337408752;0.995009477283672;"s__parvula";"g__Veillonella";"control";""
"338";"OTU_2769";0.0812924638642426;0.72611483387398;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"340";"OTU_5422";-0.268306989962243;0.239608578446926;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"341";"OTU_6194";-0.0663435702871467;0.775090497468075;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"349";"OTU_6771";0.0403268639911193;0.862215252603472;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"357";"OTU_2904";-0.258545899041982;0.257789626177878;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"362";"OTU_347";-0.206966832715938;0.368031325679519;0.995009477283672;"s__schaedleri";"g__Mucispirillum";"control";""
"363";"OTU_348";0.364879663650846;0.103876715186323;0.995009477283672;"s__lenta";"g__Eggerthella";"control";""
"367";"OTU_2785";0.261596367241527;0.252016053386047;0.995009477283672;"s__dispar";"g__Veillonella";"control";""
"370";"OTU_1996";-0.0579433053995835;0.802989846978378;0.995009477283672;"s__acidifaciens";"g__Bacteroides";"control";""
"371";"OTU_355";0.0134841006750031;0.953740239517094;0.995009477283672;"s__methylpentosum";"g__Clostridium";"control";""
"372";"OTU_4209";0.188263506113406;0.41378544572644;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"385";"OTU_3270";0.046877776278369;0.840090969867492;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"391";"OTU_1907";0.0357313573064475;0.877796045792292;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"396";"OTU_5951";0.429598000909532;0.0519465871057947;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"399";"OTU_2414";0.046309035914977;0.842007414520965;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"403";"OTU_4926";0.158117635041772;0.49363220258289;0.995009477283672;"s__obeum";"g__Blautia";"control";""
"405";"OTU_6848";0.299202303076247;0.187642455017012;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"412";"OTU_1603";0.262804266532736;0.249752956030953;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"413";"OTU_3849";0.0232108667170584;0.920451165618398;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"414";"OTU_3111";0.0238996882831999;0.918097943734509;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"416";"OTU_6703";0.106748222572697;0.645123301184067;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"423";"OTU_4036";-0.0303777520839472;0.896001738043624;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"431";"OTU_852";0.250005481521814;0.274398537923257;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"434";"OTU_1619";0.155965946622374;0.499605330695156;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"439";"OTU_3246";0.101471076381378;0.661634059711821;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"440";"OTU_4563";0.0474315821799343;0.838225685087694;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"441";"OTU_5502";0.153029866260919;0.507812396636977;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"444";"OTU_851";0.0528047326960289;0.820173015333906;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"449";"OTU_433";0.355865129768317;0.113362134280054;0.995009477283672;"s__mucilaginosa";"g__Rothia";"control";""
"451";"OTU_4433";0.0162718320654803;0.944189512908002;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"456";"OTU_8052";-0.0198537114978681;0.931929031451191;0.995009477283672;"s__aerofaciens";"g__Collinsella";"control";""
"459";"OTU_3405";0.0564989333432909;0.807811287313809;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"460";"OTU_4848";-0.184057754348657;0.424482022901892;0.995009477283672;"s__indistinctus";"g__Alistipes";"control";""
"464";"OTU_3884";NA;NA;NA;"s__prausnitzii";"g__Faecalibacterium";"control";""
"469";"OTU_653";-0.0298837252453653;0.897684422426316;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"471";"OTU_1146";0.0144521779417076;0.9504228649621;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"474";"OTU_458";-0.16210337112253;0.482661273217562;0.995009477283672;"s__gnavus";"g__[Ruminococcus]";"control";""
"477";"OTU_703";0.22903649081156;0.317956706406494;0.995009477283672;"s__dispar";"g__Veillonella";"control";""
"479";"OTU_2301";0.290884545347948;0.200807377633934;0.995009477283672;"s__muciniphila";"g__Akkermansia";"control";""
"482";"OTU_4671";-0.108029826359746;0.641137283978294;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"488";"OTU_4260";0.472526585217161;0.030535568735877;0.995009477283672;"s__adolescentis";"g__Bifidobacterium";"control";""
"495";"OTU_3407";0.170641426211749;0.459576264463385;0.995009477283672;"s__fragilis";"g__Bacteroides";"control";""
"498";"OTU_4637";-0.0387846702678149;0.86743876753135;0.995009477283672;"s__adolescentis";"g__Bifidobacterium";"control";""
"501";"OTU_1719";-0.0777131400871966;0.737755975389384;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"502";"OTU_4017";0.129099776897297;0.577031413786635;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"506";"OTU_2865";-0.0633814741368612;0.784899802646225;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"508";"OTU_1104";0.110848269233598;0.632404904073113;0.995009477283672;"s__pullicaecorum";"g__Butyricicoccus";"control";""
"518";"OTU_2159";-0.489942501272392;0.0241597619956436;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"519";"OTU_3522";0.132128900642336;0.568048873790185;0.995009477283672;"s__indistinctus";"g__Alistipes";"control";""
"526";"OTU_7328";0.0141232086955738;0.95155007981625;0.995009477283672;"s__pseudolongum";"g__Bifidobacterium";"control";""
"530";"OTU_8028";-0.130486811863226;0.5729106842736;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"536";"OTU_3236";0.187644684529966;0.415350042837153;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"537";"OTU_6073";-0.40304673143683;0.0700433678756809;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"539";"OTU_4677";0.186473978149607;0.418318759350458;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"541";"OTU_529";NA;NA;NA;"s__gnavus";"g__[Ruminococcus]";"control";""
"559";"OTU_2936";0.282048127900951;0.215456102842534;0.995009477283672;"s__caccae";"g__Bacteroides";"control";""
"560";"OTU_2420";0.0183112363452177;0.937207136958151;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"561";"OTU_5850";-0.23359547747482;0.308151200404648;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"562";"OTU_1956";0.258971781071445;0.256978549479535;0.995009477283672;"s__caccae";"g__Bacteroides";"control";""
"565";"OTU_4627";-0.016134900598239;0.944658476382108;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"567";"OTU_2924";0.163645543223312;0.478449290321578;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"568";"OTU_1155";0.526651284369621;0.0141748902405918;0.995009477283672;"s__hathewayi";"g__Clostridium";"control";""
"570";"OTU_7035";0.05371911200427;0.817109329872393;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"572";"OTU_2135";0.0435300574174275;0.851383722315471;0.995009477283672;"s__distasonis";"g__Parabacteroides";"control";""
"575";"OTU_4068";-0.155238230018344;0.501633427834796;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"579";"OTU_8059";0.0844616687901302;0.715855724570843;0.995009477283672;"s__acidifaciens";"g__Bacteroides";"control";""
"589";"OTU_7492";0.0378195259825052;0.870710497519054;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"592";"OTU_6988";0.473029677341685;0.0303344908745093;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"593";"OTU_999";0.388345118664108;0.0819148390636752;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"595";"OTU_585";-0.255013480729249;0.264579779868756;0.995009477283672;"s__moorei";"g__Bulleidia";"control";""
"602";"OTU_1431";-0.0535307696819807;0.81774017433572;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"603";"OTU_597";0.289535482897783;0.202999449177329;0.995009477283672;"s__caccae";"g__Bacteroides";"control";""
"610";"OTU_6996";0.369652706098292;0.099095467581741;0.995009477283672;"s__ruminantium";"g__Clostridium";"control";""
"614";"OTU_6228";0.0616140057622675;0.790768054026028;0.995009477283672;"s__caccae";"g__Bacteroides";"control";""
"618";"OTU_1165";0.007432983243403;0.974490598869587;0.995526330946301;"s__prausnitzii";"g__Faecalibacterium";"control";""
"621";"OTU_2337";0.0198825504351745;0.931830374688211;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"624";"OTU_7236";0.101144191665325;0.662661879905985;0.995009477283672;"s__acidifaciens";"g__Bacteroides";"control";""
"626";"OTU_5389";-0.315020215925132;0.164248775922725;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"633";"OTU_2753";-0.00839316643134151;0.971196567373313;0.995526330946301;"s__prausnitzii";"g__Faecalibacterium";"control";""
"650";"OTU_7373";0.00215202896815297;0.992613350284302;0.997810278819822;"s__faecis";"g__Roseburia";"control";""
"652";"OTU_8145";0.140801263899985;0.54267821842383;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"655";"OTU_7811";-0.0679307918003841;0.769847674317564;0.995009477283672;"s__dispar";"g__Veillonella";"control";""
"657";"OTU_7415";0.010330576719384;0.964551460285666;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"660";"OTU_5393";-0.202867743272874;0.377802162908625;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"664";"OTU_2056";0.283017902091731;0.213814852447896;0.995009477283672;"s__caccae";"g__Bacteroides";"control";""
"667";"OTU_3894";0.0736165789177479;0.751147331932348;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"668";"OTU_698";0.231728256967715;0.312144775416329;0.995009477283672;"s__methylpentosum";"g__Clostridium";"control";""
"673";"OTU_4708";0.182261031705168;0.429096479110278;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"674";"OTU_6182";-0.061416939891269;0.791423023085591;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"676";"OTU_2458";-0.0174043256959472;0.94031163886364;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"678";"OTU_7262";0.0818769913298901;0.724219189416141;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"688";"OTU_7291";-0.0331798550240226;0.886465943383961;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"690";"OTU_745";-0.0814471555616841;0.725613012443894;0.995009477283672;"s__methylpentosum";"g__Clostridium";"control";""
"692";"OTU_3723";0.0413029365331093;0.858912072459406;0.995009477283672;"s__acidifaciens";"g__Bacteroides";"control";""
"698";"OTU_2672";-0.267494970539057;0.241088505904974;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"704";"OTU_1903";0.123556082407178;0.593627672961302;0.995009477283672;"s__callidus";"g__Ruminococcus";"control";""
"707";"OTU_1599";0.118603693734851;0.608620880630864;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"708";"OTU_2570";0.0925421590807889;0.689914104196157;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"715";"OTU_4176";0.226839783451762;0.322747638514759;0.995009477283672;"s__adolescentis";"g__Bifidobacterium";"control";""
"716";"OTU_1857";-0.0245119161682862;0.916006941389041;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"717";"OTU_2180";-0.115240024822602;0.618891624542421;0.995009477283672;"s__callidus";"g__Ruminococcus";"control";""
"719";"OTU_4833";0.1960973491511;0.394257764334788;0.995009477283672;"s__acidifaciens";"g__Bacteroides";"control";""
"720";"OTU_5924";0.0819395023869365;0.724016555409779;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"721";"OTU_3404";0.0498164331546952;0.8302028749983;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"723";"OTU_2290";-0.0562051546166759;0.808792773504567;0.995009477283672;"s__guilliermondii";"g__Oscillospira";"control";""
"725";"OTU_1836";0.0291458948583963;0.900198301043213;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"728";"OTU_4289";-0.13422455391773;0.561870654796267;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"733";"OTU_1095";0.117827094398003;0.610985982127461;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"737";"OTU_7949";0.154323089288084;0.504189532860303;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"739";"OTU_7073";0.106405060137046;0.646192195121864;0.995009477283672;"s__parvula";"g__Veillonella";"control";""
"741";"OTU_4739";-0.112848894039638;0.626234731078948;0.995009477283672;"s__acidifaciens";"g__Bacteroides";"control";""
"744";"OTU_867";0.176669467276938;0.443627011883288;0.995009477283672;"s__distasonis";"g__Parabacteroides";"control";""
"749";"OTU_2012";0.0432651571833081;0.852278527425248;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"750";"OTU_6622";-0.199953691719007;0.384836588649438;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"751";"OTU_1475";0.144184645482899;0.532923179011451;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"752";"OTU_3096";0.125472167169028;0.587868787652438;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"756";"OTU_6837";-0.0782421660712797;0.736031856311097;0.995009477283672;"s__acidifaciens";"g__Bacteroides";"control";""
"757";"OTU_3139";0.0497927221899258;0.830282561760574;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"758";"OTU_4955";0.137409040993538;0.552539998036542;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"762";"OTU_6302";0.0202536377972358;0.930560987122823;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"770";"OTU_4082";0.00960464633067227;0.967041080631409;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"771";"OTU_1496";0.207033330750898;0.367874018820529;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"774";"OTU_2213";0.0590929574032752;0.79915711604473;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"777";"OTU_1575";0.165659239842397;0.472977384492766;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"779";"OTU_3978";0.115637672320247;0.617673815645452;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"780";"OTU_3605";0.46979047792046;0.0316476082754047;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"784";"OTU_3609";0.18241133307996;0.428709442538445;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"786";"OTU_6801";0.0658528595631098;0.776713305522143;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"790";"OTU_4264";0.0597732888624934;0.796891100198005;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"793";"OTU_2968";0.0473171933257203;0.838610892401685;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"797";"OTU_1788";0.093060533960099;0.688260925798661;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"801";"OTU_3289";-0.206127247868771;0.370020742903282;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"802";"OTU_5894";0.116419911050086;0.615281000424698;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"806";"OTU_7803";0.396321958669216;0.0753010756191554;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"807";"OTU_4911";-0.506427248488773;0.0191472625210628;0.995009477283672;"s__dispar";"g__Veillonella";"control";""
"809";"OTU_4946";0.0849869710303067;0.714159746165593;0.995009477283672;"s__adolescentis";"g__Bifidobacterium";"control";""
"811";"OTU_7627";0.0954199524390803;0.680753741911362;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"813";"OTU_4120";0.0493461265204702;0.831783759430684;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"815";"OTU_6322";0.42149257548268;0.0570393212819957;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"819";"OTU_2132";0.131144032771035;0.5709626432137;0.995009477283672;"s__indistinctus";"g__Alistipes";"control";""
"821";"OTU_1657";0.024864117744333;0.914804273550738;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"825";"OTU_1641";0.0230151687505113;0.921119846368681;0.995009477283672;"s__copri";"g__Prevotella";"control";""
"826";"OTU_3589";0.056167920856032;0.808917187647689;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"830";"OTU_5346";-0.0762003733116629;0.742692815738885;0.995009477283672;"s__dispar";"g__Veillonella";"control";""
"836";"OTU_2302";-0.0673831412923945;0.771655564221573;0.995009477283672;"s__faecis";"g__Roseburia";"control";""
"837";"OTU_5459";0.0950140808472313;0.682043097954598;0.995009477283672;"s__bromii";"g__Ruminococcus";"control";""
"838";"OTU_7624";0.172566108902437;0.454452088610086;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"843";"OTU_4205";0.115979445803399;0.616627893439549;0.995009477283672;"s__massiliensis";"g__Alistipes";"control";""
"844";"OTU_6340";0.0593014460038931;0.798462526076823;0.995009477283672;"s__ovatus";"g__Bacteroides";"control";""
"845";"OTU_4552";-0.00403170059848424;0.986161998845596;0.996542651465023;"s__prausnitzii";"g__Faecalibacterium";"control";""
"858";"OTU_8175";0.0856164890079078;0.712129007123307;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"860";"OTU_5909";0.0380308221066121;0.869994051906977;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"862";"OTU_3648";0.0903725546836092;0.69684799695275;0.995009477283672;"s__prausnitzii";"g__Faecalibacterium";"control";""
"865";"OTU_2329";0.290309165623068;0.201740355279038;0.995009477283672;"s__uniformis";"g__Bacteroides";"control";""
"866";"OTU_7937";-0.0469758479471817;0.839760592312126;0.995009477283672;"s__parvula";"g__Veillonella";"control";""
