"name";"cor";"pval";"p.adj";"species";"genus";"type";"is.sig"
"60";"OTU_90";-0.17748951237001;0.441480002283058;0.822642526403066;"s__gnavus";"g__[Ruminococcus]";"control";""
"66";"OTU_96";0.137161695360346;0.553262219775307;0.889667891095971;"s__stercorea";"g__Prevotella";"control";""
"76";"OTU_8";0.0977077559332027;0.673502052140022;0.930304992884059;"s__muciniphila";"g__Akkermansia";"control";""
"77";"OTU_110";-0.112828493033273;0.626297530055005;0.903631056471334;"s__indistinctus";"g__Alistipes";"control";""
"78";"OTU_111";-0.0078835641558732;0.972944770375656;0.99039701676116;"s__obeum";"g__Blautia";"control";""
"85";"OTU_3013";-0.116111015786738;0.61622544287646;0.903631056471334;"s__copri";"g__Prevotella";"control";""
"103";"OTU_5";-0.0739235572027216;0.750141399958912;0.957627319096483;"s__uniformis";"g__Bacteroides";"control";""
"104";"OTU_9";-0.230440145446808;0.314917930017195;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"111";"OTU_943";0.491420325493422;0.0236717693584083;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"114";"OTU_15";-0.280001608427318;0.218946931441922;0.762587152132455;"s__caccae";"g__Bacteroides";"control";""
"120";"OTU_605";0.384749248404765;0.0850337372701095;0.762587152132455;"s__gordonii";"g__Parabacteroides";"control";""
"122";"OTU_18";-0.301123361068998;0.1846871551731;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"125";"OTU_1983";-0.180231325853221;0.434341346137038;0.819189965209345;"s__bromii";"g__Ruminococcus";"control";""
"127";"OTU_21";-0.0615712229360505;0.790910235711472;0.968435236314452;"s__gnavus";"g__[Ruminococcus]";"control";""
"130";"OTU_150";0.470888686931437;0.0311974962975916;0.762587152132455;"s__eutactus";"g__Coprococcus";"control";""
"135";"OTU_152";-0.116605555382827;0.614713677197189;0.903631056471334;"s__ruminis";"g__Lactobacillus";"control";""
"138";"OTU_5002";-0.193175863981759;0.401479525857633;0.812609941975519;"s__copri";"g__Prevotella";"control";""
"141";"OTU_34";0.366194121221371;0.102543544151299;0.762587152132455;"s__coli";"g__Escherichia";"control";""
"142";"OTU_1839";0.408012045105326;0.0663423837395378;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"144";"OTU_6481";-0.328668337239026;0.145753641145925;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"154";"OTU_133";0.031832648663795;0.891048796649538;0.981226487993049;"s__formicigenerans";"g__Dorea";"control";""
"157";"OTU_29";-0.0806402856371488;0.728231691990548;0.950905715280973;"s__parainfluenzae";"g__Haemophilus";"control";""
"158";"OTU_1855";-0.110839047506663;0.632433399911993;0.905948397381833;"s__uniformis";"g__Bacteroides";"control";""
"175";"OTU_8149";0.100041773097042;0.66613249846634;0.92442773392394;"s__muciniphila";"g__Akkermansia";"control";""
"178";"OTU_332";-0.0746259205776475;0.747841307073539;0.956492393020013;"s__citroniae";"g__Clostridium";"control";""
"183";"OTU_191";0.187161150618359;0.416574815946684;0.812609941975519;"s__lividum";"g__Janthinobacterium";"control";""
"184";"OTU_389";-0.0500589370171397;0.829387970965696;0.97168718168653;"s__faecis";"g__Roseburia";"control";""
"190";"OTU_5404";-0.278751145381096;0.221098147753099;0.762587152132455;"s__caccae";"g__Bacteroides";"control";""
"191";"OTU_1201";-0.206210768726418;0.369822563796755;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"192";"OTU_2368";-0.208429890208695;0.364579228403945;0.806393228870679;"s__ovatus";"g__Bacteroides";"control";""
"194";"OTU_1802";0.268219643271272;0.239767487173102;0.763457709073754;"s__ruminantium";"g__Clostridium";"control";""
"195";"OTU_199";0.393235351045988;0.0778109885372134;0.762587152132455;"s__pullicaecorum";"g__Butyricicoccus";"control";""
"197";"OTU_1981";-0.0704001128666811;0.761710401178202;0.961804710422822;"s__prausnitzii";"g__Faecalibacterium";"control";""
"199";"OTU_8163";-0.241078444668053;0.29246011991198;0.806393228870679;"s__uniformis";"g__Bacteroides";"control";""
"202";"OTU_26";-0.211476329893847;0.357451047355833;0.806393228870679;"s__indistinctus";"g__Alistipes";"control";""
"205";"OTU_6495";-0.337622181394544;0.134446237150121;0.762587152132455;"s__ovatus";"g__Bacteroides";"control";""
"207";"OTU_2441";0.450000379146832;0.0406697845345845;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"211";"OTU_3313";-0.320969656294422;0.155996933395867;0.762587152132455;"s__ovatus";"g__Bacteroides";"control";""
"214";"OTU_214";-0.111281643356919;0.631066310993402;0.90578963350808;"s__colinum";"g__Clostridium";"control";""
"217";"OTU_208";0.218273268047597;0.341840681741051;0.806393228870679;"s__biforme";"g__[Eubacterium]";"control";""
"221";"OTU_221";-0.235186901215338;0.304772119637083;0.806393228870679;"s__reuteri";"g__Lactobacillus";"control";""
"228";"OTU_228";-0.0360964001815917;0.876556722740138;0.981226487993049;"s__indistinctus";"g__Alistipes";"control";""
"241";"OTU_244";-0.20515721138948;0.372326890778359;0.806393228870679;"s__formigenes";"g__Oxalobacter";"control";""
"247";"OTU_448";0.0438790863661842;0.850205007726713;0.974145687864729;"s__pullicaecorum";"g__Butyricicoccus";"control";""
"250";"OTU_251";-0.13298322211771;0.565526637252154;0.890392419008037;"s__catus";"g__Coprococcus";"control";""
"251";"OTU_253";0.0198918663944787;0.931798505398009;0.987336164660142;"s__veronii";"g__Pseudomonas";"control";""
"253";"OTU_971";-0.322451217590329;0.153987782179866;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"268";"OTU_269";-0.189184979503889;0.411461588067554;0.812609941975519;"s__perfringens";"g__Clostridium";"control";""
"272";"OTU_270";-0.112329172662036;0.627835327777479;0.903631056471334;"s__anginosus";"g__Streptococcus";"control";""
"275";"OTU_1109";0.393107193636785;0.0779165363614605;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"284";"OTU_6809";0.172801560877091;0.453827271041642;0.825153875667884;"s__ovatus";"g__Bacteroides";"control";""
"288";"OTU_940";0.32575267229918;0.14957578165437;0.762587152132455;"s__bromii";"g__Ruminococcus";"control";""
"298";"OTU_1334";-0.0303613645215964;0.896057548190554;0.981226487993049;"s__ovatus";"g__Bacteroides";"control";""
"299";"OTU_8058";-0.328972502344912;0.145358904680705;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"303";"OTU_1913";-0.312056170267768;0.168470541355536;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"306";"OTU_3269";0.336958293877246;0.135262568726516;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"319";"OTU_1401";0.0389802728383045;0.86677594932801;0.976648956989307;"s__dispar";"g__Veillonella";"control";""
"320";"OTU_2696";-0.0775146078481283;0.7384033140977;0.952836804624449;"s__prausnitzii";"g__Faecalibacterium";"control";""
"328";"OTU_320";-0.13426110707063;0.561763157356986;0.890392419008037;"s__producta";"g__Blautia";"control";""
"331";"OTU_5602";-0.195180046778595;0.39651747125427;0.812609941975519;"s__prausnitzii";"g__Faecalibacterium";"control";""
"334";"OTU_7925";0.0999934687192594;0.666284720526033;0.92442773392394;"s__caccae";"g__Bacteroides";"control";""
"336";"OTU_6289";-0.0144215008502972;0.950527976356799;0.987561533877194;"s__parvula";"g__Veillonella";"control";""
"338";"OTU_2769";-0.327330544143476;0.147498733901842;0.762587152132455;"s__uniformis";"g__Bacteroides";"control";""
"340";"OTU_5422";-0.0234132389519491;0.919759733887084;0.987336164660142;"s__massiliensis";"g__Alistipes";"control";""
"341";"OTU_6194";-0.0705806842685907;0.761116292861626;0.961804710422822;"s__massiliensis";"g__Alistipes";"control";""
"349";"OTU_6771";-0.0284635518201619;0.902523946768606;0.981226487993049;"s__ovatus";"g__Bacteroides";"control";""
"357";"OTU_2904";-0.0416334598073565;0.857794041863269;0.974145687864729;"s__copri";"g__Prevotella";"control";""
"362";"OTU_347";-0.282031480668858;0.215484349240587;0.762587152132455;"s__schaedleri";"g__Mucispirillum";"control";""
"363";"OTU_348";9.09460840554404e-05;0.9996878314952;0.9996878314952;"s__lenta";"g__Eggerthella";"control";""
"367";"OTU_2785";0.0117165878410103;0.95979895510189;0.989286732538379;"s__dispar";"g__Veillonella";"control";""
"370";"OTU_1996";-0.137636406366971;0.55187649148452;0.888928576887817;"s__acidifaciens";"g__Bacteroides";"control";""
"371";"OTU_355";0.150809205630165;0.514062533184945;0.863711294416792;"s__methylpentosum";"g__Clostridium";"control";""
"372";"OTU_4209";-0.224992333236335;0.326810128964644;0.806393228870679;"s__massiliensis";"g__Alistipes";"control";""
"385";"OTU_3270";-0.247433156153897;0.279529524866605;0.806393228870679;"s__massiliensis";"g__Alistipes";"control";""
"391";"OTU_1907";-0.32494219907776;0.15065058308309;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"396";"OTU_5951";0.170718379133915;0.459370820585496;0.825153875667884;"s__faecis";"g__Roseburia";"control";""
"399";"OTU_2414";-0.240535258333586;0.293582225831816;0.806393228870679;"s__faecis";"g__Roseburia";"control";""
"403";"OTU_4926";-0.0123549458735452;0.95761051580744;0.989286732538379;"s__obeum";"g__Blautia";"control";""
"405";"OTU_6848";0.148962525030897;0.519287913945708;0.868495465832543;"s__faecis";"g__Roseburia";"control";""
"412";"OTU_1603";0.100456298730878;0.664826719601928;0.92442773392394;"s__faecis";"g__Roseburia";"control";""
"413";"OTU_3849";-0.243917359534923;0.28663864434945;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"414";"OTU_3111";-0.121221891258566;0.600675035525135;0.90319759485429;"s__massiliensis";"g__Alistipes";"control";""
"416";"OTU_6703";0.172047620163203;0.455829567636017;0.825153875667884;"s__bromii";"g__Ruminococcus";"control";""
"423";"OTU_4036";-0.195864448822775;0.394830818098008;0.812609941975519;"s__massiliensis";"g__Alistipes";"control";""
"431";"OTU_852";0.558196206912246;0.00854529014366445;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"434";"OTU_1619";0.0533884075836097;0.818217082011154;0.970872044626506;"s__bromii";"g__Ruminococcus";"control";""
"439";"OTU_3246";-0.29576269063613;0.193013576903402;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"440";"OTU_4563";-0.313526768317277;0.166366685477319;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"441";"OTU_5502";0.30145963562315;0.184173112248615;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"444";"OTU_851";-0.29712364416606;0.190876125029301;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"449";"OTU_433";-0.0656715649753195;0.777313083854405;0.965356481889042;"s__mucilaginosa";"g__Rothia";"control";""
"451";"OTU_4433";-0.290524318396248;0.201391146211317;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"456";"OTU_8052";-0.190235994238934;0.408819747784087;0.812609941975519;"s__aerofaciens";"g__Collinsella";"control";""
"459";"OTU_3405";0.205975303629303;0.370381433036526;0.806393228870679;"s__ovatus";"g__Bacteroides";"control";""
"460";"OTU_4848";-0.155024851593542;0.502228857095645;0.852628215847437;"s__indistinctus";"g__Alistipes";"control";""
"464";"OTU_3884";NA;NA;NA;"s__prausnitzii";"g__Faecalibacterium";"control";""
"469";"OTU_653";0.0692589001748892;0.765468142851847;0.961804710422822;"s__ovatus";"g__Bacteroides";"control";""
"471";"OTU_1146";-0.310260605796127;0.171064065430929;0.762587152132455;"s__uniformis";"g__Bacteroides";"control";""
"474";"OTU_458";-0.186871642726095;0.417309063952011;0.812609941975519;"s__gnavus";"g__[Ruminococcus]";"control";""
"477";"OTU_703";-0.0172793067409228;0.94073966531222;0.987561533877194;"s__dispar";"g__Veillonella";"control";""
"479";"OTU_2301";-0.275781916980581;0.226261798622637;0.762587152132455;"s__muciniphila";"g__Akkermansia";"control";""
"482";"OTU_4671";0.191308497434011;0.406133481587241;0.812609941975519;"s__ovatus";"g__Bacteroides";"control";""
"488";"OTU_4260";0.0955313041878612;0.680400153868499;0.937136510349727;"s__adolescentis";"g__Bifidobacterium";"control";""
"495";"OTU_3407";-0.292217787886557;0.198656650153448;0.762587152132455;"s__fragilis";"g__Bacteroides";"control";""
"498";"OTU_4637";-0.0749346997345901;0.746830770887305;0.956492393020013;"s__adolescentis";"g__Bifidobacterium";"control";""
"501";"OTU_1719";0.40370392718293;0.0695447842374357;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"502";"OTU_4017";-0.224804558164406;0.327224740996956;0.806393228870679;"s__massiliensis";"g__Alistipes";"control";""
"506";"OTU_2865";0.0315992839089742;0.891842988045552;0.981226487993049;"s__uniformis";"g__Bacteroides";"control";""
"508";"OTU_1104";-0.138896638536356;0.548205366340881;0.886934865132973;"s__pullicaecorum";"g__Butyricicoccus";"control";""
"518";"OTU_2159";-0.0691203772457386;0.765924612946147;0.961804710422822;"s__copri";"g__Prevotella";"control";""
"519";"OTU_3522";-0.132118361078232;0.568080020871091;0.892564353578146;"s__indistinctus";"g__Alistipes";"control";""
"526";"OTU_7328";-0.0926610685336137;0.689534762913075;0.940274676699648;"s__pseudolongum";"g__Bifidobacterium";"control";""
"530";"OTU_8028";0.104276983886032;0.652835719159182;0.918947639872162;"s__ovatus";"g__Bacteroides";"control";""
"536";"OTU_3236";0.0908003209355243;0.695479025245249;0.945693858690424;"s__ovatus";"g__Bacteroides";"control";""
"537";"OTU_6073";-0.0448058738261895;0.847076628462342;0.974145687864729;"s__copri";"g__Prevotella";"control";""
"539";"OTU_4677";0.0686739537746262;0.767396204997952;0.961804710422822;"s__ovatus";"g__Bacteroides";"control";""
"541";"OTU_529";NA;NA;NA;"s__gnavus";"g__[Ruminococcus]";"control";""
"559";"OTU_2936";-0.345257781851535;0.125307539038011;0.762587152132455;"s__caccae";"g__Bacteroides";"control";""
"560";"OTU_2420";-0.299766757341698;0.186770811153426;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"561";"OTU_5850";-0.0199152085931864;0.931718653697288;0.987336164660142;"s__copri";"g__Prevotella";"control";""
"562";"OTU_1956";-0.306682940658002;0.176313210658457;0.762587152132455;"s__caccae";"g__Bacteroides";"control";""
"565";"OTU_4627";-0.0323498796671272;0.889288905092659;0.981226487993049;"s__uniformis";"g__Bacteroides";"control";""
"567";"OTU_2924";0.156133820575976;0.499138045638202;0.852628215847437;"s__bromii";"g__Ruminococcus";"control";""
"568";"OTU_1155";0.0665786397433494;0.774313428617699;0.964125669874178;"s__hathewayi";"g__Clostridium";"control";""
"570";"OTU_7035";0.0148283833348421;0.949133907008736;0.987561533877194;"s__ovatus";"g__Bacteroides";"control";""
"572";"OTU_2135";-0.0244095498576058;0.916356526357087;0.987336164660142;"s__distasonis";"g__Parabacteroides";"control";""
"575";"OTU_4068";-0.225077237394628;0.326622761402998;0.806393228870679;"s__ovatus";"g__Bacteroides";"control";""
"579";"OTU_8059";0.275852040436866;0.226138947115213;0.762587152132455;"s__acidifaciens";"g__Bacteroides";"control";""
"589";"OTU_7492";0.0206673412262397;0.929146013138089;0.987336164660142;"s__ovatus";"g__Bacteroides";"control";""
"592";"OTU_6988";0.199135506346041;0.386824796580023;0.812609941975519;"s__faecis";"g__Roseburia";"control";""
"593";"OTU_999";0.00148269908676005;0.994910731015602;0.9996878314952;"s__prausnitzii";"g__Faecalibacterium";"control";""
"595";"OTU_585";0.341816484869147;0.129369540134072;0.762587152132455;"s__moorei";"g__Bulleidia";"control";""
"602";"OTU_1431";-0.0505296463802233;0.827806692645795;0.97168718168653;"s__prausnitzii";"g__Faecalibacterium";"control";""
"603";"OTU_597";-0.045007516362309;0.846396273767017;0.974145687864729;"s__caccae";"g__Bacteroides";"control";""
"610";"OTU_6996";0.260932883305389;0.253264712703395;0.775297479936467;"s__ruminantium";"g__Clostridium";"control";""
"614";"OTU_6228";-0.220413507640909;0.337009551761233;0.806393228870679;"s__caccae";"g__Bacteroides";"control";""
"618";"OTU_1165";-0.244707775980157;0.285030702313339;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"621";"OTU_2337";-0.302789605064429;0.182149600681638;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"624";"OTU_7236";0.544180102970891;0.0107630179274611;0.762587152132455;"s__acidifaciens";"g__Bacteroides";"control";""
"626";"OTU_5389";0.407295706600738;0.0668669869346823;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"633";"OTU_2753";-0.194915096858185;0.397171489474765;0.812609941975519;"s__prausnitzii";"g__Faecalibacterium";"control";""
"650";"OTU_7373";0.0152578715636655;0.947662540611385;0.987561533877194;"s__faecis";"g__Roseburia";"control";""
"652";"OTU_8145";0.448111614171391;0.0416257103502022;0.762587152132455;"s__faecis";"g__Roseburia";"control";""
"655";"OTU_7811";-0.132900656218252;0.565770182911357;0.890392419008037;"s__dispar";"g__Veillonella";"control";""
"657";"OTU_7415";-0.202908923004824;0.377703281038475;0.810397072325944;"s__faecis";"g__Roseburia";"control";""
"660";"OTU_5393";-0.0927658675309543;0.68920049578083;0.940274676699648;"s__copri";"g__Prevotella";"control";""
"664";"OTU_2056";-0.0288670965329473;0.901148441860218;0.981226487993049;"s__caccae";"g__Bacteroides";"control";""
"667";"OTU_3894";-0.336218827874506;0.136175965323523;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"668";"OTU_698";0.321821475119882;0.154839559771831;0.762587152132455;"s__methylpentosum";"g__Clostridium";"control";""
"673";"OTU_4708";0.456256329030174;0.0376250342714071;0.762587152132455;"s__faecis";"g__Roseburia";"control";""
"674";"OTU_6182";0.290334900569369;0.201698564202701;0.762587152132455;"s__ovatus";"g__Bacteroides";"control";""
"676";"OTU_2458";-0.209789418282079;0.361388133138035;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"678";"OTU_7262";0.208302078092295;0.364880059060769;0.806393228870679;"s__massiliensis";"g__Alistipes";"control";""
"688";"OTU_7291";-0.419615557622933;0.0582712264075777;0.762587152132455;"s__uniformis";"g__Bacteroides";"control";""
"690";"OTU_745";-0.313030451057766;0.167074684749931;0.762587152132455;"s__methylpentosum";"g__Clostridium";"control";""
"692";"OTU_3723";0.189029853479757;0.411852300549902;0.812609941975519;"s__acidifaciens";"g__Bacteroides";"control";""
"698";"OTU_2672";0.0113586638470529;0.961026124255387;0.989286732538379;"s__ovatus";"g__Bacteroides";"control";""
"704";"OTU_1903";0.271686082111592;0.233513361152929;0.762587152132455;"s__callidus";"g__Ruminococcus";"control";""
"707";"OTU_1599";-0.287952234741091;0.205592385258847;0.762587152132455;"s__massiliensis";"g__Alistipes";"control";""
"708";"OTU_2570";-0.110144560578417;0.634580855509436;0.905948397381833;"s__prausnitzii";"g__Faecalibacterium";"control";""
"715";"OTU_4176";-0.074907582287797;0.746919501698354;0.956492393020013;"s__adolescentis";"g__Bifidobacterium";"control";""
"716";"OTU_1857";-0.440060875050418;0.0458975230989343;0.762587152132455;"s__uniformis";"g__Bacteroides";"control";""
"717";"OTU_2180";0.00995253740254962;0.965847929836254;0.990100042767875;"s__callidus";"g__Ruminococcus";"control";""
"719";"OTU_4833";0.417397041791242;0.0597533009200324;0.762587152132455;"s__acidifaciens";"g__Bacteroides";"control";""
"720";"OTU_5924";-0.310269969513256;0.171050469636586;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"721";"OTU_3404";-0.275011180355953;0.22761495826371;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"723";"OTU_2290";-0.215043465473113;0.349207822452047;0.806393228870679;"s__guilliermondii";"g__Oscillospira";"control";""
"725";"OTU_1836";-0.232851546284233;0.309738569037929;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"728";"OTU_4289";-0.226325488437425;0.323875507354156;0.806393228870679;"s__uniformis";"g__Bacteroides";"control";""
"733";"OTU_1095";0.255411029702441;0.263809997221751;0.781659251027411;"s__bromii";"g__Ruminococcus";"control";""
"737";"OTU_7949";0.31045993190662;0.170774811207562;0.762587152132455;"s__bromii";"g__Ruminococcus";"control";""
"739";"OTU_7073";0.0320676102626275;0.890249272268933;0.981226487993049;"s__parvula";"g__Veillonella";"control";""
"741";"OTU_4739";0.173530177479901;0.451896567950472;0.825153875667884;"s__acidifaciens";"g__Bacteroides";"control";""
"744";"OTU_867";-0.171361824673119;0.457654842367383;0.825153875667884;"s__distasonis";"g__Parabacteroides";"control";""
"749";"OTU_2012";0.20592788356486;0.370494041359573;0.806393228870679;"s__ovatus";"g__Bacteroides";"control";""
"750";"OTU_6622";-0.140523605383018;0.543482381321202;0.886934865132973;"s__uniformis";"g__Bacteroides";"control";""
"751";"OTU_1475";-0.236856077832587;0.301252318121991;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"752";"OTU_3096";-0.279753033237099;0.219373460819941;0.762587152132455;"s__massiliensis";"g__Alistipes";"control";""
"756";"OTU_6837";-0.0206424728824655;0.929231063610124;0.987336164660142;"s__acidifaciens";"g__Bacteroides";"control";""
"757";"OTU_3139";-0.0902153344700957;0.697351373866017;0.946898612321607;"s__prausnitzii";"g__Faecalibacterium";"control";""
"758";"OTU_4955";0.278197866667485;0.222054396721509;0.762587152132455;"s__ovatus";"g__Bacteroides";"control";""
"762";"OTU_6302";0.0106301763603265;0.963524057211858;0.989286732538379;"s__uniformis";"g__Bacteroides";"control";""
"770";"OTU_4082";-0.197272218241817;0.391374042454832;0.812609941975519;"s__massiliensis";"g__Alistipes";"control";""
"771";"OTU_1496";-0.270865800220822;0.234983618010046;0.762587152132455;"s__ovatus";"g__Bacteroides";"control";""
"774";"OTU_2213";-0.122428939979875;0.597026389613202;0.901171908850117;"s__massiliensis";"g__Alistipes";"control";""
"777";"OTU_1575";0.0425228500166708;0.854786890175238;0.974145687864729;"s__prausnitzii";"g__Faecalibacterium";"control";""
"779";"OTU_3978";-0.308296731096432;0.173931983901203;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"780";"OTU_3605";0.163985309436712;0.477523807259494;0.839602298478231;"s__prausnitzii";"g__Faecalibacterium";"control";""
"784";"OTU_3609";-0.0505852660101072;0.827619888971447;0.97168718168653;"s__faecis";"g__Roseburia";"control";""
"786";"OTU_6801";-0.39151504260675;0.0792367383765458;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"790";"OTU_4264";-0.129250244163736;0.576583772310433;0.897969823595491;"s__prausnitzii";"g__Faecalibacterium";"control";""
"793";"OTU_2968";-0.108496857127492;0.639687086885785;0.908431365991648;"s__prausnitzii";"g__Faecalibacterium";"control";""
"797";"OTU_1788";-0.218235598806924;0.34192607450873;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"801";"OTU_3289";-0.0872078646972491;0.707003828648587;0.948614275186557;"s__uniformis";"g__Bacteroides";"control";""
"802";"OTU_5894";-0.316519747904442;0.162141074157611;0.762587152132455;"s__faecis";"g__Roseburia";"control";""
"806";"OTU_7803";0.213289414699895;0.353247267878731;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"807";"OTU_4911";0.109669555571154;0.636051270661828;0.905948397381833;"s__dispar";"g__Veillonella";"control";""
"809";"OTU_4946";0.0775007445090934;0.738448523583948;0.952836804624449;"s__adolescentis";"g__Bifidobacterium";"control";""
"811";"OTU_7627";-0.236570182161075;0.301853415947014;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"813";"OTU_4120";0.0419749736373137;0.856639109731717;0.974145687864729;"s__bromii";"g__Ruminococcus";"control";""
"815";"OTU_6322";0.186198375358091;0.419019306437899;0.813433902993449;"s__faecis";"g__Roseburia";"control";""
"819";"OTU_2132";-0.139716118871315;0.545824138556336;0.886934865132973;"s__indistinctus";"g__Alistipes";"control";""
"821";"OTU_1657";-0.298995426263879;0.187962608425542;0.762587152132455;"s__uniformis";"g__Bacteroides";"control";""
"825";"OTU_1641";-0.158100550341887;0.493679491287053;0.850865909579122;"s__copri";"g__Prevotella";"control";""
"826";"OTU_3589";-0.035318100346898;0.879199387951368;0.981226487993049;"s__uniformis";"g__Bacteroides";"control";""
"830";"OTU_5346";0.0716626419818245;0.75755920198407;0.961804710422822;"s__dispar";"g__Veillonella";"control";""
"836";"OTU_2302";-0.201244358491309;0.381711936827947;0.810826135616422;"s__faecis";"g__Roseburia";"control";""
"837";"OTU_5459";0.1587846965327;0.491787587183109;0.849886810463715;"s__bromii";"g__Ruminococcus";"control";""
"838";"OTU_7624";-0.155702883115533;0.500338009163094;0.852628215847437;"s__prausnitzii";"g__Faecalibacterium";"control";""
"843";"OTU_4205";0.0570533042969236;0.805959945609902;0.968435236314452;"s__massiliensis";"g__Alistipes";"control";""
"844";"OTU_6340";-0.0521980130087112;0.822207262793072;0.970872044626506;"s__ovatus";"g__Bacteroides";"control";""
"845";"OTU_4552";-0.239307409318066;0.296128456568913;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"858";"OTU_8175";-0.284998488917424;0.210488685141199;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"860";"OTU_5909";-0.331712071410841;0.141837403639404;0.762587152132455;"s__prausnitzii";"g__Faecalibacterium";"control";""
"862";"OTU_3648";-0.233129248529438;0.309145440679026;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"865";"OTU_2329";-0.276460881445715;0.225074136586903;0.762587152132455;"s__uniformis";"g__Bacteroides";"control";""
